sayfa_sayisi,satis_sayisi,fiyati,indirim_yuzdesi,puan,kazanc,yorum_sayisi,toplam_gun
12,239,8.87,31.0,14,4.03,12.0,1308
120,598,2.75,50.0,8,2.75,6.0,1068
22,159,5.39,37.0,10,3.11,5.0,724
192,439,6.42,35.0,22,3.48,3.0,633
304,665,20.65,26.0,24,7.35,6.0,1102
96,478,7.59,37.0,12,4.41,6.0,1306
64,184,11.05,35.0,10,5.95,4.0,1268
64,136,11.5,50.0,24,11.5,1.0,518
10,105,29.12,27.0,48,10.78,3.0,465
14,499,15.3,39.0,20,9.7,17.0,1485
151,247,5.9,51.0,14,6.1,4.0,1261
96,109,14.5,50.0,38,14.5,0.0,578
64,368,6.2,38.0,8,3.8,9.0,159
120,663,15.13,31.0,24,6.88,10.0,5115
168,331,13.2,40.0,24,8.8,4.0,972
32,104,7.7,23.0,16,2.3,3.0,282
56,151,9.49,37.0,22,5.51,2.0,568
64,102,6.2,38.0,14,3.8,1.0,96
40,204,6.5,35.0,12,3.5,4.0,700
32,322,10.4,35.0,16,5.6,6.0,897
40,379,10.4,35.0,16,5.6,8.0,897
32,104,7.8,35.0,16,4.2,1.0,310
192,242,10.5,40.0,14,7.0,3.0,1137
80,242,3.0,50.0,6,3.0,2.0,1473
75,264,3.5,50.0,6,3.5,6.0,1471
144,448,14.07,36.0,26,7.93,1.0,977
16,263,3.9,35.0,6,2.1,4.0,877
80,263,3.5,30.0,6,1.5,5.0,817
64,625,3.25,35.0,6,1.75,10.0,3286
48,447,10.31,31.0,16,4.69,3.0,2092
168,205,13.06,31.0,20,5.94,1.0,1426
96,404,16.9,35.0,26,9.1,4.0,566
40,293,19.5,35.0,28,10.5,6.0,941
176,185,17.19,31.0,28,7.81,2.0,607
24,167,4.05,13.0,8,0.58,9.0,1061
128,103,5.39,40.0,12,3.61,1.0,359
30,386,14.88,38.0,22,9.12,1.0,1096
32,327,7.8,35.0,10,4.2,8.0,989
16,680,7.7,30.0,12,3.3,11.0,2192
16,111,13.75,31.0,16,6.25,3.0,3032
28,232,39.0,35.0,80,21.0,5.0,2332
32,104,17.4,40.0,38,11.6,1.0,133
200,554,13.99,36.0,20,8.01,11.0,637
36,121,19.18,31.0,40,8.72,2.0,443
16,563,6.96,37.0,12,4.04,3.0,2920
312,436,30.23,23.0,38,8.78,5.0,1884
40,202,19.67,34.0,30,10.34,8.0,728
16,210,5.2,35.0,8,2.8,4.0,985
78,228,8.2,20.0,18,1.99,6.0,987
8,363,16.9,35.0,26,9.1,9.0,1513
40,198,35.03,27.0,42,12.97,5.0,1322
68,1010,8.63,28.0,12,3.37,12.0,5546
64,174,16.9,35.0,34,9.1,2.0,835
192,324,13.65,35.0,18,7.35,2.0,786
72,497,3.91,44.0,10,3.04,16.0,1014
64,199,11.05,35.0,10,5.95,7.0,1268
384,297,43.55,35.0,90,23.45,8.0,2284
128,196,11.4,40.0,16,7.6,1.0,1147
80,432,5.0,38.0,12,3.0,4.0,1467
96,104,18.9,30.0,36,8.1,3.0,279
111,303,9.63,35.0,18,5.19,8.0,1086
56,300,9.75,35.0,12,5.25,3.0,670
94,404,6.88,31.0,10,3.13,8.0,4478
64,274,6.5,35.0,10,3.5,3.0,765
36,153,9.1,35.0,14,4.9,2.0,1219
176,259,13.06,31.0,20,5.94,5.0,1223
112,723,8.23,37.0,16,4.77,15.0,30
160,1039,10.06,37.0,20,5.94,16.0,415
160,101,11.39,37.0,24,6.62,0.0,317
88,146,13.06,31.0,24,5.94,1.0,700
216,195,20.63,31.0,28,9.38,3.0,1021
32,489,10.35,43.0,16,7.65,21.0,505
12,127,6.13,32.0,12,2.87,4.0,521
32,269,10.28,31.0,12,4.67,3.0,3659
32,130,11.05,35.0,18,5.95,1.0,689
32,263,4.03,28.0,6,1.53,12.0,1268
184,299,13.65,35.0,20,7.35,7.0,1046
32,298,20.8,35.0,36,11.2,3.0,1338
48,438,5.53,35.0,8,2.98,15.0,419
400,230,30.77,38.0,62,19.23,4.0,1429
128,404,23.03,34.0,46,11.87,8.0,1199
149,1145,5.82,17.0,12,1.18,26.0,1311
128,353,13.92,37.0,20,8.09,10.0,486
96,362,16.25,35.0,30,8.75,3.0,2901
256,103,2.9,59.0,10,4.1,0.0,122
80,382,5.69,37.0,12,3.31,8.0,660
16,99,9.75,35.0,16,5.25,5.0,637
24,125,5.2,35.0,10,2.8,1.0,506
5,610,2.7,33.0,4,1.3,11.0,2260
20,130,11.39,37.0,24,6.62,2.0,731
48,257,5.8,42.0,12,4.2,3.0,460
128,904,15.63,38.0,22,9.38,14.0,1702
24,321,7.76,48.0,14,7.24,6.0,1265
128,277,13.92,37.0,26,8.09,1.0,988
144,732,10.31,31.0,14,4.69,10.0,5117
36,346,9.63,35.0,20,5.19,12.0,955
160,314,12.04,35.0,24,6.48,5.0,1890
16,169,10.4,35.0,18,5.6,4.0,807
204,229,15.13,31.0,18,6.88,1.0,444
32,415,11.09,40.0,16,7.41,5.0,735
112,292,9.3,38.0,16,5.7,5.0,1350
128,573,8.25,31.0,10,3.75,7.0,2667
12,216,9.02,30.0,14,3.88,5.0,1308
152,374,15.28,31.0,24,6.94,8.0,704
112,401,17.98,25.0,22,6.02,2.0,1732
28,806,9.91,24.0,16,3.09,24.0,1695
96,224,35.17,36.0,66,19.83,3.0,1359
10,381,3.57,35.0,8,1.93,8.0,2275
48,137,6.5,35.0,10,3.5,0.0,883
104,461,13.86,34.0,24,7.14,4.0,2138
8,810,16.9,35.0,24,9.1,28.0,783
280,330,12.59,37.0,26,7.31,6.0,1234
32,376,19.5,35.0,34,10.5,8.0,1028
16,205,1.79,35.0,4,0.96,4.0,600
48,120,6.18,35.0,12,3.33,2.0,405
166,470,13.65,35.0,20,7.35,4.0,471
48,296,4.88,35.0,8,2.63,4.0,2271
93,395,6.5,35.0,10,3.5,7.0,4705
104,690,7.8,35.0,12,4.2,18.0,734
64,226,9.49,37.0,16,5.51,3.0,833
16,521,3.72,38.0,4,2.28,29.0,1074
40,103,16.57,21.0,34,4.43,3.0,645
96,454,9.3,38.0,18,5.7,10.0,775
48,161,13.5,25.0,26,4.5,2.0,660
32,225,9.72,35.0,12,5.23,4.0,267
164,298,18.0,25.0,28,6.0,3.0,1222
72,163,9.75,35.0,16,5.25,4.0,488
144,463,7.8,35.0,14,4.2,7.0,1247
16,222,5.2,35.0,8,2.8,3.0,985
28,185,7.22,35.0,14,3.89,0.0,3342
72,335,11.39,37.0,22,6.62,5.0,1409
8,183,25.44,27.0,44,9.46,7.0,823
96,174,3.49,30.0,6,1.5,1.0,811
32,206,23.2,20.0,36,5.8,4.0,808
104,150,3.49,30.0,6,1.5,0.0,880
136,146,12.02,37.0,24,6.98,1.0,646
20,145,7.91,37.0,12,4.59,2.0,1200
136,164,11.47,38.0,26,7.03,0.0,432
160,313,17.25,25.0,32,5.75,8.0,1206
128,375,4.34,33.0,10,2.16,4.0,722
112,473,13.92,37.0,26,8.09,3.0,1724
136,223,12.04,35.0,24,6.48,5.0,1338
64,106,11.5,50.0,30,11.5,2.0,518
152,179,12.0,40.0,18,8.0,5.0,772
10,371,3.57,35.0,8,1.93,14.0,2275
312,136,23.99,40.0,52,15.99,4.0,633
16,219,5.2,35.0,8,2.8,4.0,985
28,280,15.6,35.0,22,8.4,11.0,902
40,102,4.4,45.0,10,3.6,2.0,518
48,95,17.65,37.0,40,10.25,1.0,126
24,1060,6.93,23.0,10,2.07,41.0,4791
24,361,12.25,28.0,24,4.65,9.0,1354
36,99,13.5,25.0,28,4.5,3.0,575
64,365,19.25,31.0,32,8.75,9.0,967
48,408,10.94,38.0,16,6.56,9.0,455
112,365,12.35,35.0,20,6.65,4.0,1515
88,445,6.5,35.0,10,3.5,5.0,4667
280,287,7.5,38.0,12,4.5,5.0,1034
164,696,13.0,35.0,24,7.0,6.0,437
156,528,11.39,37.0,18,6.62,6.0,2195
32,137,5.41,35.0,10,2.92,5.0,692
28,354,13.78,28.0,26,5.23,8.0,1368
24,418,13.8,31.0,30,6.2,5.0,2698
32,172,7.8,35.0,12,4.2,6.0,401
128,294,12.6,30.0,20,5.4,8.0,2252
109,696,6.88,31.0,10,3.13,8.0,4541
32,99,7.2,40.0,16,4.8,7.0,607
96,782,6.0,40.0,12,4.0,11.0,2928
116,196,10.4,35.0,16,5.6,4.0,1743
96,411,17.53,35.0,34,9.47,8.0,1533
160,330,8.13,38.0,12,4.88,8.0,526
24,100,6.18,35.0,12,3.33,1.0,486
40,275,10.4,35.0,16,5.6,5.0,897
176,314,13.65,35.0,20,7.35,4.0,1046
96,782,9.1,35.0,18,4.9,12.0,3294
32,303,12.02,35.0,18,6.48,11.0,471
32,310,9.72,35.0,12,5.23,6.0,917
120,139,7.59,37.0,16,4.41,3.0,783
32,187,4.88,35.0,8,2.63,4.0,2468
14,397,15.63,38.0,20,9.38,11.0,1665
48,146,14.25,29.0,28,5.75,1.0,554
32,341,5.59,45.0,14,4.59,4.0,1040
96,451,9.3,38.0,18,5.7,7.0,886
45,236,12.65,37.0,28,7.35,11.0,1100
112,410,6.5,35.0,10,3.5,9.0,5483
40,425,17.55,30.0,30,7.45,10.0,1550
96,570,6.88,31.0,10,3.13,8.0,4705
80,99,50.95,40.0,94,34.05,0.0,178
128,318,29.25,35.0,56,15.75,8.0,1361
32,165,11.39,37.0,20,6.62,5.0,602
32,98,7.8,35.0,16,4.2,5.0,296
140,594,10.4,35.0,16,5.6,3.0,924
20,415,5.2,35.0,8,2.8,11.0,988
72,172,6.5,35.0,14,3.5,6.0,602
24,262,4.81,35.0,10,2.6,4.0,897
144,481,10.31,31.0,14,4.69,2.0,3402
32,383,15.0,40.0,24,10.0,6.0,395
67,1265,8.4,30.0,10,3.6,17.0,989
32,642,1.95,35.0,4,1.05,16.0,1830
36,318,19.18,31.0,38,8.72,8.0,527
160,1000,6.5,35.0,14,3.5,11.0,1102
96,298,11.9,30.0,22,5.1,1.0,1194
24,167,4.05,13.0,8,0.58,8.0,1061
56,454,9.75,35.0,14,5.25,10.0,680
32,129,15.84,34.0,28,8.16,3.0,1483
80,326,5.85,35.0,10,3.15,2.0,819
382,591,24.7,35.0,38,13.3,5.0,899
216,149,9.1,35.0,18,4.9,0.0,604
36,101,11.62,35.0,24,6.28,3.0,214
88,146,13.06,31.0,24,5.94,1.0,637
312,140,25.99,35.0,44,13.99,2.0,460
24,413,9.67,35.0,16,5.23,20.0,1401
40,95,6.96,37.0,14,4.04,2.0,128
168,559,15.6,35.0,28,8.4,11.0,371
40,318,14.46,40.0,22,9.54,2.0,395
112,735,6.0,40.0,12,4.0,15.0,2928
112,643,8.13,38.0,16,4.88,8.0,280
32,509,5.53,35.0,8,2.98,13.0,534
118,505,16.5,31.0,32,7.5,7.0,486
30,378,9.1,35.0,12,4.9,7.0,1167
88,291,19.67,34.0,40,10.34,3.0,1187
88,134,3.5,30.0,6,1.5,0.0,708
48,275,5.27,38.0,8,3.23,7.0,419
14,467,15.0,40.0,20,10.0,19.0,1485
152,131,13.06,31.0,22,5.94,1.0,570
48,359,7.8,35.0,8,4.2,3.0,162
32,170,9.1,35.0,16,4.9,1.0,692
94,836,9.75,35.0,14,5.25,5.0,681
192,95,9.1,35.0,20,4.9,1.0,296
48,251,4.08,45.0,10,3.32,7.0,1125
32,100,19.32,31.0,42,8.68,3.0,471
52,97,21.76,26.0,36,7.74,2.0,421
200,1478,10.92,22.0,18,3.08,30.0,4018
92,227,10.4,35.0,14,5.6,1.0,468
24,318,8.44,44.0,14,6.56,6.0,1924
48,779,10.31,31.0,16,4.69,14.0,4437
157,723,9.84,44.0,24,7.66,13.0,2060
32,322,3.01,35.0,6,1.62,3.0,1284
112,234,7.8,35.0,12,4.2,3.0,549
64,352,6.2,38.0,10,3.8,8.0,159
16,132,6.5,35.0,10,3.5,3.0,786
32,352,5.7,24.0,6,1.8,10.0,898
31,446,14.4,28.0,30,5.6,4.0,2919
32,253,12.65,37.0,18,7.35,4.0,135
36,196,13.78,28.0,22,5.23,5.0,763
24,564,6.0,40.0,10,4.0,18.0,1254
160,823,6.25,38.0,14,3.75,9.0,1102
224,420,18.85,35.0,34,10.15,7.0,678
12,230,19.67,34.0,38,10.34,4.0,766
48,94,32.25,25.0,60,10.75,4.0,341
124,148,26.25,25.0,52,8.75,2.0,660
32,129,16.25,35.0,32,8.75,5.0,461
32,134,16.25,35.0,32,8.75,6.0,461
86,408,7.45,20.0,16,1.81,13.0,2748
92,538,6.88,31.0,10,3.13,5.0,1102
72,1255,9.0,40.0,20,6.0,4.0,5120
36,392,14.49,40.0,22,9.51,11.0,455
48,363,4.08,45.0,10,3.32,15.0,1101
136,537,6.25,38.0,12,3.75,15.0,1598
152,152,12.38,31.0,22,5.63,3.0,940
16,422,9.0,40.0,20,6.0,16.0,4015
47,714,9.75,25.0,14,3.25,5.0,5120
32,175,7.59,37.0,14,4.41,1.0,443
28,504,9.75,35.0,10,5.25,17.0,2707
92,483,16.9,35.0,30,9.1,7.0,610
136,247,12.04,35.0,24,6.48,1.0,1450
32,565,5.53,35.0,8,2.98,9.0,534
24,237,13.8,31.0,30,6.2,1.0,2919
95,559,8.1,40.0,18,5.4,5.0,1000
64,148,16.9,35.0,34,9.1,1.0,835
72,342,13.68,31.0,26,6.22,7.0,1205
41,258,6.5,35.0,10,3.5,6.0,715
279,611,15.18,34.0,28,7.82,14.0,2978
40,492,18.48,34.0,22,9.52,27.0,469
140,724,16.84,50.0,34,16.77,45.0,2425
208,328,27.5,31.0,50,12.5,2.0,1377
32,270,7.8,35.0,14,4.2,13.0,929
34,162,5.97,20.0,12,1.44,2.0,922
24,298,8.7,28.0,18,3.3,8.0,880
24,163,6.16,23.0,14,1.84,5.0,657
16,635,7.26,34.0,12,3.74,9.0,2195
224,119,9.1,35.0,18,4.9,1.0,458
96,325,6.88,31.0,10,3.13,3.0,4497
32,199,20.79,31.0,30,9.21,0.0,799
80,588,6.88,31.0,10,3.13,3.0,4667
16,534,7.56,31.0,12,3.44,10.0,3284
16,93,6.5,35.0,12,3.5,1.0,177
142,985,5.82,17.0,12,1.18,23.0,1311
32,567,7.15,45.0,12,5.85,23.0,2290
160,93,12.38,31.0,24,5.63,0.0,317
22,467,14.85,45.0,14,12.15,12.0,3552
64,558,5.27,38.0,8,3.23,11.0,779
32,378,7.8,35.0,10,4.2,4.0,765
24,365,13.78,28.0,22,5.23,18.0,1515
12,119,19.37,31.0,38,8.53,6.0,792
56,302,9.75,35.0,14,5.25,5.0,1052
24,157,4.05,13.0,8,0.58,6.0,1061
144,371,9.3,38.0,16,5.7,5.0,1350
480,435,39.0,35.0,76,21.0,4.0,856
28,284,12.83,29.0,20,5.18,7.0,728
97,184,6.2,38.0,8,3.8,1.0,1032
264,307,22.05,24.0,32,6.95,1.0,1306
192,131,12.68,35.0,26,6.83,1.0,614
120,299,10.4,35.0,16,5.6,2.0,771
256,143,10.23,36.0,16,5.77,0.0,610
48,210,4.82,35.0,10,2.59,1.0,883
52,140,13.5,25.0,26,4.5,2.0,660
24,197,13.2,45.0,32,10.8,4.0,603
60,519,6.5,35.0,10,3.5,10.0,1087
288,91,25.99,35.0,44,13.99,2.0,608
80,632,6.4,36.0,10,3.6,6.0,11325
400,748,18.29,38.0,32,11.21,34.0,1405
24,94,7.8,35.0,16,4.2,2.0,177
24,515,4.24,40.0,6,2.77,10.0,1057
48,91,4.5,50.0,12,4.5,1.0,444
104,480,13.87,27.0,24,5.13,7.0,1768
36,118,13.64,32.0,24,6.36,0.0,682
304,91,5.8,59.0,18,8.2,0.0,122
32,213,6.37,31.0,12,2.89,9.0,1065
24,124,5.2,35.0,10,2.8,0.0,700
76,294,15.69,32.0,26,7.31,3.0,920
136,146,13.0,35.0,24,7.0,1.0,465
40,90,30.63,38.0,62,18.38,0.0,199
96,501,20.15,38.0,24,12.35,4.0,168
168,294,13.2,40.0,20,8.8,5.0,734
128,463,3.9,35.0,10,2.1,9.0,2560
93,288,3.5,50.0,6,3.5,7.0,1471
16,208,5.2,35.0,8,2.8,4.0,985
24,209,3.9,35.0,6,2.1,2.0,588
34,145,4.88,19.0,8,1.13,4.0,656
192,199,13.0,35.0,26,7.0,2.0,652
16,546,6.96,37.0,12,4.04,14.0,3659
32,420,12.25,28.0,24,4.65,8.0,1605
112,968,13.0,35.0,24,7.0,14.0,4389
103,187,5.83,35.0,10,3.17,5.0,1128
112,679,13.75,31.0,18,6.25,10.0,5833
208,271,22.76,35.0,30,12.24,5.0,111
64,212,11.5,50.0,26,11.5,4.0,1068
48,320,10.31,31.0,16,4.69,4.0,2092
16,189,13.0,35.0,22,7.0,1.0,855
32,145,7.22,35.0,14,3.89,1.0,1738
16,154,10.93,45.0,22,8.97,3.0,1098
112,125,16.25,35.0,32,8.75,1.0,605
32,88,12.83,33.0,24,6.18,2.0,343
36,89,13.8,31.0,26,6.2,2.0,280
24,478,6.0,25.0,10,2.0,5.0,2817
28,485,19.5,35.0,34,10.5,12.0,1028
400,315,18.29,38.0,32,11.21,7.0,430
80,300,6.88,31.0,10,3.13,0.0,1499
32,296,7.22,35.0,14,3.89,6.0,1061
16,128,6.5,35.0,10,3.5,1.0,786
884,650,42.48,28.0,36,16.52,29.0,3286
224,335,27.5,31.0,50,12.5,2.0,2024
96,438,11.05,21.0,22,2.95,8.0,2198
124,472,8.28,48.0,12,7.72,3.0,320
112,217,8.13,35.0,18,4.38,2.0,1306
32,328,12.38,31.0,20,5.63,8.0,644
160,256,16.5,31.0,28,7.5,5.0,1037
32,165,18.91,31.0,34,8.59,2.0,678
144,265,17.05,38.0,24,10.45,3.0,629
72,174,9.34,45.0,14,7.66,2.0,639
64,317,7.19,43.0,10,5.31,2.0,639
144,271,12.04,35.0,24,6.48,1.0,1665
32,571,9.94,33.0,22,4.96,25.0,1176
64,352,7.8,35.0,12,4.2,8.0,639
96,433,9.3,38.0,18,5.7,8.0,775
30,91,15.6,35.0,32,8.4,1.0,609
80,113,13.0,50.0,34,13.0,0.0,664
150,158,5.03,37.0,10,2.96,1.0,1275
104,282,7.5,25.0,12,2.5,7.0,2919
48,439,7.8,40.0,14,5.2,2.0,615
4,231,15.6,35.0,26,8.4,4.0,973
120,168,9.2,43.0,16,6.8,2.0,639
80,175,11.5,50.0,30,11.5,3.0,1190
200,501,15.05,35.0,30,8.1,9.0,1654
16,486,6.96,37.0,12,4.04,5.0,4388
230,399,17.25,71.0,40,42.75,9.0,3317
200,238,58.44,31.0,104,26.56,9.0,1137
192,121,8.95,36.0,18,5.05,2.0,674
136,88,16.25,35.0,32,8.75,0.0,358
24,89,7.67,36.0,16,4.33,1.0,62
96,495,9.3,38.0,18,5.7,6.0,886
224,93,16.88,38.0,44,10.13,0.0,609
46,693,6.75,33.0,8,3.25,8.0,6216
16,308,7.76,35.0,16,4.19,9.0,1464
68,365,8.78,35.0,14,4.73,4.0,424
96,190,9.0,50.0,22,9.0,5.0,1365
128,234,10.5,30.0,22,4.5,2.0,1214
240,247,16.9,35.0,26,9.1,5.0,910
24,303,8.7,28.0,18,3.3,9.0,1388
86,88,4.05,55.0,12,4.95,0.0,371
272,233,10.4,35.0,16,5.6,2.0,776
128,178,11.4,40.0,18,7.6,1.0,734
32,393,8.7,28.0,18,3.3,6.0,1805
64,97,11.5,50.0,30,11.5,0.0,518
168,161,13.0,35.0,20,7.0,0.0,1021
64,268,9.75,35.0,14,5.25,2.0,855
56,395,9.75,35.0,14,5.25,1.0,559
192,363,16.1,43.0,28,11.9,4.0,773
272,588,11.73,31.0,24,5.27,9.0,1048
48,1095,5.58,38.0,8,3.42,34.0,702
32,117,16.25,35.0,32,8.75,3.0,461
28,634,9.12,30.0,16,3.88,12.0,2555
216,551,15.73,40.0,28,10.27,14.0,3649
48,239,9.75,35.0,14,5.25,3.0,1450
32,222,5.4,40.0,6,3.6,14.0,1157
48,299,9.35,45.0,14,7.65,6.0,2290
60,132,2.75,50.0,4,2.75,1.0,630
112,87,13.75,38.0,30,8.25,4.0,448
48,92,7.83,35.0,16,4.17,1.0,444
16,333,7.56,31.0,12,3.44,3.0,1710
176,87,12.19,38.0,22,7.31,0.0,322
128,83,67.43,25.0,142,22.57,0.0,696
144,565,17.05,38.0,26,10.45,7.0,629
52,234,11.68,35.0,18,6.32,0.0,3269
264,325,11.25,38.0,8,6.75,7.0,626
18,204,5.5,31.0,8,2.5,2.0,605
24,131,4.05,13.0,8,0.58,4.0,1061
56,322,11.05,35.0,20,5.95,1.0,873
16,336,4.08,45.0,10,3.32,4.0,1801
192,231,36.45,33.0,62,17.55,7.0,1414
96,284,12.19,19.0,22,2.81,5.0,1223
14,552,15.63,38.0,32,9.38,22.0,1485
31,358,12.02,35.0,18,6.48,3.0,899
48,247,4.82,35.0,10,2.59,1.0,883
56,230,18.15,45.0,16,14.85,5.0,1942
48,221,16.25,35.0,32,8.75,4.0,840
14,82,5.85,35.0,12,3.15,3.0,637
28,832,9.4,28.0,16,3.6,16.0,2190
144,474,45.0,40.0,74,30.0,15.0,3431
48,225,10.45,45.0,16,8.55,9.0,2290
48,87,16.5,34.0,34,8.5,3.0,35
32,86,7.8,35.0,16,4.2,2.0,667
352,153,16.5,45.0,34,13.5,0.0,519
16,85,9.75,35.0,16,5.25,5.0,637
120,220,7.8,35.0,16,4.2,5.0,1070
24,561,6.0,25.0,10,2.0,9.0,2817
40,88,27.09,11.0,54,3.41,1.0,97
30,177,15.75,25.0,40,5.25,5.0,3696
56,240,7.56,37.0,12,4.44,4.0,1792
32,173,19.94,31.0,38,9.06,2.0,1031
127,519,17.19,31.0,30,7.81,2.0,4570
36,162,33.0,31.0,48,15.0,4.0,1097
60,593,5.5,34.0,10,2.83,8.0,1057
160,130,24.47,35.0,26,13.03,2.0,533
459,256,27.0,40.0,30,18.0,5.0,2127
128,238,12.04,35.0,24,6.48,1.0,1450
64,375,3.25,35.0,6,1.75,9.0,4381
264,228,10.8,69.0,24,24.2,7.0,4288
32,86,8.45,35.0,18,4.55,3.0,300
312,252,10.4,35.0,18,5.6,3.0,692
72,224,9.75,35.0,12,5.25,3.0,751
96,182,6.02,35.0,12,3.24,1.0,971
36,145,16.78,24.0,34,5.23,3.0,661
48,308,14.88,38.0,22,9.12,5.0,455
96,478,9.14,39.0,18,5.86,5.0,886
16,230,62.62,37.0,88,36.38,11.0,864
109,363,6.88,31.0,10,3.13,1.0,4541
96,442,6.2,38.0,12,3.8,7.0,624
88,353,10.4,35.0,16,5.6,4.0,771
36,135,6.48,13.0,12,0.93,3.0,922
64,221,10.45,45.0,16,8.55,5.0,2290
144,425,13.0,50.0,24,13.0,3.0,1140
32,87,15.6,35.0,34,8.4,3.0,274
56,84,24.68,35.0,52,13.32,0.0,143
152,128,7.8,35.0,16,4.2,1.0,428
192,86,9.1,35.0,18,4.9,0.0,443
720,87,55.0,31.0,110,25.0,2.0,450
96,513,20.15,38.0,32,12.35,3.0,168
80,388,7.15,45.0,16,5.85,2.0,3837
96,295,6.25,38.0,12,3.75,7.0,1048
64,148,5.85,35.0,10,3.15,1.0,1024
224,197,12.54,34.0,22,6.46,2.0,1067
96,496,5.73,31.0,12,2.6,9.0,983
72,173,20.56,31.0,32,9.34,2.0,3291
128,381,51.3,35.0,92,27.7,11.0,2410
120,421,7.75,38.0,18,4.75,16.0,955
32,359,9.03,35.0,18,4.86,4.0,1359
80,272,5.85,35.0,10,3.15,7.0,819
120,268,16.88,38.0,28,10.13,9.0,1867
36,568,11.09,40.0,18,7.41,21.0,532
302,941,18.98,37.0,30,11.03,8.0,3652
144,142,18.2,30.0,32,7.8,1.0,646
120,117,10.31,31.0,16,4.69,1.0,1220
240,117,12.12,31.0,18,5.38,2.0,619
96,417,9.3,38.0,18,5.7,6.0,775
16,497,7.56,31.0,12,3.44,6.0,2197
48,241,5.53,35.0,10,2.98,4.0,419
400,881,18.91,42.0,28,13.59,27.0,479
320,201,40.25,43.0,56,29.75,6.0,1500
88,221,12.5,38.0,18,7.5,8.0,967
220,624,11.5,40.0,22,7.51,16.0,1609
24,733,6.5,35.0,10,3.5,26.0,1254
44,235,20.3,28.0,34,7.7,5.0,1200
82,546,2.75,50.0,8,2.75,5.0,5120
112,312,13.86,34.0,24,7.14,3.0,2967
152,245,12.02,35.0,22,6.48,2.0,449
160,133,11.99,40.0,30,8.01,3.0,1034
32,257,5.85,35.0,6,3.15,10.0,1127
184,398,14.5,50.0,28,14.5,9.0,1140
108,297,17.23,25.0,26,5.77,0.0,1093
40,85,18.18,35.0,34,9.82,1.0,208
48,101,13.0,35.0,26,7.0,3.0,506
32,272,4.5,40.0,8,3.0,6.0,2281
144,1128,7.48,43.0,18,5.53,15.0,2631
48,189,4.81,35.0,10,2.59,1.0,883
28,151,7.22,35.0,14,3.89,0.0,3342
16,268,7.55,37.0,16,4.39,7.0,1464
18,143,35.1,35.0,68,18.9,12.0,2351
32,372,5.53,35.0,8,2.98,8.0,534
56,245,10.31,31.0,16,4.69,7.0,772
112,226,7.18,28.0,10,2.72,6.0,478
80,514,12.0,25.0,18,4.0,6.0,4755
33,221,12.02,35.0,18,6.48,5.0,3362
14,207,38.4,40.0,72,25.6,4.0,1086
44,139,27.0,25.0,56,9.0,2.0,603
12,490,8.25,45.0,10,6.75,9.0,3623
120,236,14.05,44.0,26,10.95,5.0,1654
120,180,14.93,35.0,22,8.07,2.0,1708
208,275,26.73,33.0,32,13.27,2.0,626
96,1302,9.1,35.0,18,4.9,15.0,1832
136,154,12.59,37.0,26,7.31,3.0,748
4470,131,98.33,48.0,196,91.68,5.0,1102
168,536,13.06,31.0,24,5.94,12.0,2078
130,105,4.25,50.0,10,4.25,1.0,733
256,96,16.25,35.0,34,8.75,0.0,623
48,105,42.45,27.0,72,16.05,2.0,591
40,86,7.8,35.0,16,4.2,5.0,607
16,82,5.5,31.0,12,2.5,0.0,728
32,356,12.25,28.0,24,4.65,1.0,1106
5,536,2.7,33.0,4,1.3,6.0,2260
32,114,11.05,35.0,26,5.95,0.0,460
48,350,3.34,40.0,6,2.22,9.0,2243
26,237,15.81,31.0,28,7.19,11.0,1068
128,144,7.59,37.0,16,4.41,3.0,1039
64,254,6.5,35.0,12,3.5,7.0,825
36,246,12.38,31.0,20,5.63,2.0,997
32,343,5.85,35.0,6,3.15,13.0,1127
32,206,8.35,30.0,18,3.65,4.0,1361
36,754,9.52,27.0,14,3.48,21.0,1827
1920,141,108.06,43.0,186,81.94,11.0,1168
16,234,41.26,36.0,72,22.74,6.0,1581
24,318,12.25,28.0,24,4.65,9.0,1354
64,207,2.75,50.0,8,2.75,6.0,1203
56,231,6.5,35.0,10,3.5,8.0,2110
520,265,36.3,27.0,52,13.7,3.0,777
111,221,3.9,35.0,10,2.1,10.0,2928
16,244,69.29,30.0,88,29.71,16.0,825
16,467,7.7,30.0,12,3.3,3.0,2192
48,387,16.9,35.0,26,9.1,8.0,822
12,506,8.25,45.0,8,6.75,14.0,3623
95,389,6.88,31.0,10,3.13,7.0,5478
20,294,11.39,37.0,24,6.62,1.0,659
96,111,39.93,29.0,60,16.07,1.0,624
136,82,16.25,35.0,32,8.75,0.0,358
24,435,6.0,25.0,10,2.0,10.0,2817
121,88,6.47,19.0,10,1.52,0.0,456
32,365,14.26,29.0,18,5.74,9.0,732
48,128,18.0,25.0,30,6.0,3.0,499
64,196,5.85,35.0,10,3.15,3.0,1084
16,185,5.2,35.0,8,2.8,3.0,985
56,221,7.8,35.0,16,4.2,4.0,953
184,150,32.5,35.0,32,17.5,7.0,2921
10,163,22.29,34.0,44,11.71,3.0,944
8,100,18.17,27.0,32,6.73,2.0,823
12,135,19.34,27.0,32,7.16,9.0,792
32,245,9.72,30.0,20,4.17,7.0,1304
64,320,6.5,35.0,10,3.5,6.0,159
24,209,6.0,40.0,12,4.0,11.0,784
